Episode,Wait Time,Service Time,Energy Usage,Total Reward,Correct Drop-Offs
560,28500.0,14285.0,1134,3463450.1999999667,235
561,25860.0,420.0,1253,-138010.7999999993,263
562,26100.0,23580.0,1120,1729820.1499999578,252
563,25860.0,320.0,1202,-15927.000000004598,268
564,26310.0,3485.0,1130,286609.7999999986,257
565,25950.0,880.0,1219,298237.29999999865,261
566,32850.0,15165.0,1178,2462276.599999998,220
567,25920.0,4095.0,1200,1804436.2999999824,255
568,30840.0,9670.0,1066,2962621.250000015,236
569,25950.0,9135.0,1208,1935921.099999994,250
570,25860.0,605.0,1241,-391456.999999997,263
571,25950.0,6295.0,1133,2182724.4999999804,253
572,26070.0,22395.0,1228,1869480.2499999972,245
573,25860.0,110.0,1235,-76840.24999999843,265
574,25860.0,1755.0,1238,418032.600000002,262
575,35430.0,19190.0,1234,1314287.050000009,221
576,25860.0,600.0,1274,-493725.64999999857,263
577,25980.0,290.0,1222,169017.84999999247,262
578,29010.0,11490.0,1199,2251268.4499999853,242
579,25860.0,420.0,1268,131241.95000000155,263
580,25950.0,2105.0,1266,174202.55000000098,260
581,25860.0,2505.0,1261,7104.300000004703,261
582,26100.0,16055.0,1193,2273905.499999995,244
583,28650.0,9845.0,1199,2827804.449999981,243
584,27570.0,19280.0,1128,3188490.099999991,236
585,26100.0,4340.0,1229,2556549.7999999905,257
586,25860.0,300.0,1207,1443283.0999999922,266
587,25860.0,200.0,1200,1962779.4499999725,268
588,27840.0,12590.0,1266,997032.1000000031,237
589,25950.0,7020.0,1241,915127.1500000043,254
590,25860.0,210.0,1238,967316.7499999958,268
591,25860.0,0.0,1273,876200.3499999911,269
592,27930.0,9810.0,1189,1171169.8000000014,240
593,25950.0,4165.0,1182,1554090.8500000024,254
594,25860.0,320.0,1239,1608886.4499999885,265
595,25950.0,580.0,1194,740398.1999999892,262
596,25860.0,1250.0,1177,42323.7499999986,260
597,25950.0,2900.0,1285,-70217.44999999285,259
598,28650.0,8795.0,1303,907600.5499999982,244
599,25950.0,855.0,1252,816882.3499999954,260
600,25980.0,335.0,1205,1468481.399999985,264
601,25950.0,80.0,1263,-545875.1499999989,264
602,25950.0,5440.0,1256,842552.7499999908,254
603,25950.0,12980.0,1212,1795202.199999992,245
604,32010.0,12045.0,1069,2724027.7999999663,239
605,28650.0,11755.0,1200,1655521.1499999987,238
606,25860.0,400.0,1276,395123.9000000017,267
607,25860.0,220.0,1250,-483378.1999999939,268
608,25860.0,560.0,1208,924405.9500000072,264
609,25950.0,545.0,1228,1517070.0999999912,263
610,25860.0,180.0,1255,-720414.7999999945,265
611,28560.0,6895.0,1231,1912695.4999999925,245
612,25860.0,7490.0,1122,1801851.9999999958,256
613,25950.0,465.0,1218,169358.4499999854,262
614,25860.0,1070.0,1270,698518.7999999954,262
615,25950.0,150.0,1216,650408.5999999784,265
616,26580.0,11415.0,1168,3146992.9499999676,249
617,25860.0,5150.0,1234,1472155.199999989,259
618,25860.0,675.0,1208,1284926.9499999648,265
619,25950.0,12785.0,1181,1669811.1499999987,254
620,25860.0,110.0,1254,538375.0499999956,264
621,32310.0,18855.0,1197,2167170.9000000013,223
622,25950.0,9990.0,1108,3370074.099999979,256
623,26670.0,6895.0,1261,588282.0000000048,249
624,27840.0,6065.0,1131,2060168.799999977,246
625,26100.0,9330.0,1118,2562650.599999983,247
626,25950.0,7470.0,1145,2488871.3999999957,252
627,26310.0,9810.0,1211,562173.7999999996,249
628,25860.0,1520.0,1196,155523.89999999676,263
629,27030.0,5945.0,1141,2032985.1499999685,247
630,26190.0,180.0,1195,1193840.8999999834,265
631,31140.0,11170.0,1138,4258862.749999979,242
632,25860.0,1220.0,1244,355310.55000000494,261
633,25860.0,1195.0,1251,517124.49999998644,262
634,26310.0,3685.0,1166,1547846.2499999853,255
635,25860.0,1720.0,1204,1017924.6999999841,260
636,31140.0,20695.0,1189,2121780.9499999783,242
637,25860.0,95.0,1232,1235277.3499999903,265
638,25860.0,855.0,1229,1238929.799999989,263
639,28560.0,3160.0,1223,482081.8500000002,253
640,25860.0,4760.0,1273,-215673.79999999795,257
641,25860.0,4130.0,1244,764123.6999999986,254
642,25860.0,220.0,1268,-5645.89999999787,263
643,25950.0,405.0,1194,1261911.3500000008,262
644,27030.0,6125.0,1199,2122609.449999976,248
645,25950.0,7590.0,1106,4701338.249999956,253
646,25950.0,12735.0,1227,1433790.0999999996,249
647,30600.0,14330.0,1220,1652927.450000002,227
648,25950.0,115.0,1117,4093626.749999958,265
649,25860.0,130.0,1224,266139.55000000034,267
650,26670.0,7355.0,1128,766185.949999992,251
651,26670.0,8435.0,1258,1601507.450000002,250
652,25860.0,220.0,1227,833799.2499999877,265
653,25860.0,725.0,1255,402771.900000003,260
654,26310.0,12435.0,1213,1816549.350000001,248
655,26100.0,18470.0,1244,1424620.7000000027,239
656,25860.0,400.0,1210,2211186.9499999885,265
657,26670.0,9400.0,1168,2337557.949999983,252
658,25950.0,490.0,1218,1490900.599999991,263
659,26100.0,4735.0,1231,1361210.6499999948,257
660,40770.0,17465.0,1138,2350173.4499999825,218
661,31200.0,14635.0,1221,3587411.2999999644,230
662,25860.0,0.0,1299,-536431.4000000018,269
663,41490.0,28410.0,1186,1572206.399999987,217
664,25950.0,1900.0,1277,-394330.4000000021,260
665,25920.0,630.0,1175,1838898.8999999939,263
666,26670.0,12620.0,1196,1368509.899999992,251
667,25980.0,14075.0,1116,2834959.899999992,243
668,26310.0,7055.0,1151,2669313.349999972,250
669,30540.0,15480.0,1179,1218364.3000000045,229
670,31230.0,12600.0,1191,1806189.4999999865,241
671,28800.0,12680.0,1171,2515187.7999999938,239
672,28680.0,9725.0,1204,1901814.6999999895,245
673,27360.0,12575.0,1191,2212491.4999999884,234
674,25950.0,25.0,1116,292942.89999998175,265
675,25950.0,5000.0,1293,160989.20000000542,255
676,25860.0,0.0,1256,94607.75000000023,269
677,26670.0,8370.0,1268,1252414.2500000016,248
678,31110.0,20985.0,1158,2694666.299999984,225
679,25950.0,975.0,1247,402951.3999999983,263
680,26670.0,4605.0,1242,714267.8500000068,253
681,25950.0,4870.0,1130,2906643.7999999626,255
682,25860.0,1485.0,1249,194402.65000000392,261
683,25980.0,31200.0,1007,1594602.2499999537,247
684,25950.0,6660.0,1192,1379389.6499999864,248
685,26310.0,4965.0,1157,1872642.900000014,247
686,25860.0,5390.0,1204,468735.85000001243,254
687,27090.0,19125.0,1187,2037371.249999994,238
688,27690.0,17780.0,1159,1085549.7499999898,243
689,25950.0,3925.0,1191,564457.6499999803,256
690,28770.0,4610.0,1179,2386616.3000000063,247
691,30000.0,13770.0,1223,2755013.6999999816,239
692,25950.0,12435.0,1156,2770136.749999988,246
693,27450.0,5895.0,1159,2414827.4499999727,249
694,29010.0,13140.0,1232,1695341.6499999966,239
695,29880.0,7875.0,1189,3751214.7999999803,243
696,27810.0,28610.0,1154,-2583403.5500000175,236
697,25860.0,1915.0,1236,575674.5999999966,260
698,27330.0,7675.0,1234,835819.050000009,244
699,25860.0,0.0,1234,516083.90000000084,269
700,25860.0,95.0,1241,-593742.9999999942,268
701,26670.0,31145.0,1116,2254611.7499999893,251
702,27450.0,7075.0,1177,2014787.7499999793,245
703,31110.0,13405.0,1194,1583615.0499999877,230
704,25860.0,1410.0,1262,41726.00000000366,262
705,25860.0,355.0,1254,-428037.94999999314,268
706,25950.0,1570.0,1219,593450.2999999896,260
707,25950.0,2425.0,1270,806320.8000000028,256
708,27030.0,4270.0,1118,1177170.7500000044,252
709,25950.0,315.0,1266,-552214.7499999948,264
710,25950.0,4470.0,1215,1807011.8999999901,255
711,31590.0,21065.0,1131,-536963.4500000221,241
712,25950.0,1520.0,1269,-131399.04999999428,259
713,25980.0,17170.0,1197,2660825.749999992,247
714,25860.0,730.0,1312,-566463.4999999952,262
715,26310.0,5485.0,1291,675436.650000005,252
716,25860.0,580.0,1258,-211850.40000001004,263
717,25860.0,510.0,1235,936147.0500000033,266
718,26100.0,7115.0,1220,1297069.1499999987,249
719,25950.0,6190.0,1127,2364317.2499999804,254
720,26670.0,5060.0,1238,803671.5999999999,253
721,27030.0,10915.0,1222,2673079.849999984,243
722,25950.0,2645.0,1270,-40341.20000000158,255
723,25860.0,190.0,1267,104584.25000000096,263
724,25860.0,0.0,1253,625736.1999999913,269
725,25860.0,205.0,1172,3604705.499999967,268
726,25950.0,50.0,1305,1030773.2499999786,264
727,25860.0,5550.0,1100,2688352.1499999757,253
728,25980.0,90.0,1241,632855.2999999824,264
729,28560.0,4960.0,1174,1852594.1999999837,254
730,25860.0,11455.0,1213,1555575.5000000042,246
731,25860.0,2355.0,1229,-68461.90000000049,259
732,25950.0,330.0,1218,-159523.40000000127,264
733,28650.0,10895.0,1115,2911156.0500000096,244
734,26310.0,16245.0,1134,2823958.0500000054,242
735,25860.0,815.0,1265,-153244.59999999762,265
736,25860.0,555.0,1159,231392.44999997725,262
737,28920.0,6690.0,1234,920849.2,245
738,28650.0,11775.0,1201,1439971.2999999905,240
739,26310.0,12770.0,1197,1629029.7499999995,246
740,25860.0,11110.0,1163,1643034.6999999904,245
741,26310.0,12220.0,1220,2166407.1499999966,241
742,25860.0,805.0,1185,985372.5499999797,264
743,25860.0,0.0,1215,1427854.0499999784,269
744,28800.0,12665.0,1234,1088513.2000000072,243
745,25860.0,600.0,1235,281816.0499999921,262
746,26310.0,18335.0,1040,3086875.4499999713,239
747,25950.0,9775.0,1176,1151971.6000000061,248
748,29970.0,10335.0,1233,836189.3500000029,237
749,25860.0,20145.0,1078,1256689.4499999827,254
750,27090.0,13540.0,1227,2230011.0999999796,241
751,25950.0,180.0,1290,929354.7999999861,265
752,25860.0,1405.0,1250,541353.6500000047,262
753,27030.0,13820.0,1203,1999425.8500000064,239
754,25950.0,26320.0,1089,1035232.7999999928,255
755,25950.0,17075.0,1109,3077154.7999999756,254
756,25860.0,375.0,1235,491554.89999998873,262
757,25860.0,3615.0,1216,712588.899999999,257
758,26700.0,12070.0,1221,1484162.1500000008,234
759,25860.0,125.0,1240,-350972.69999999495,265
760,25860.0,175.0,1261,495604.14999999374,265
761,27840.0,13315.0,1238,1433197.600000003,237
762,25950.0,3320.0,1187,3084723.0999999642,259
763,26070.0,16035.0,1185,1713838.400000004,236
764,28680.0,9240.0,1239,375160.45000000333,240
765,25860.0,445.0,1284,-580147.5999999931,266
766,25860.0,6785.0,1194,1662039.0499999984,253
767,26310.0,16895.0,1233,1499963.1999999988,247
768,25860.0,550.0,1274,-639852.7999999941,266
769,25860.0,0.0,1206,2154778.549999988,269
770,25860.0,260.0,1269,7113.950000004814,263
771,25860.0,130.0,1236,-55892.94999999743,267
772,29160.0,11840.0,1195,1993339.8999999869,237
773,28080.0,7695.0,1148,2685017.099999963,246
774,25950.0,9935.0,1159,3293824.2999999826,249
775,33060.0,13860.0,1166,1600763.3999999878,227
776,25860.0,6300.0,1197,1345148.599999999,256
777,75570.0,1960.0,1114,-5604283.050000024,231
778,25860.0,7890.0,1222,1644032.8500000054,252
779,28680.0,13675.0,1208,3203801.099999988,241
780,25860.0,14715.0,1190,3123267.64999998,249
781,25860.0,1855.0,1210,963908.6499999829,259
782,27090.0,8000.0,1195,1613623.8999999955,248
783,27270.0,7925.0,1255,658865.7499999999,248
784,25950.0,28295.0,1086,2064540.2499999679,249
785,25920.0,10900.0,1185,1983413.549999991,239
786,25860.0,7895.0,1270,1242728.7999999863,255
787,25860.0,270.0,1232,187552.3500000009,267
788,26190.0,13515.0,1210,2188572.649999999,243
789,25950.0,3235.0,1278,50995.75000000128,259
790,25860.0,450.0,1172,1319236.2000000044,261
791,27840.0,16950.0,1194,2044867.1999999976,234
792,31170.0,12765.0,1135,3266501.899999998,230
793,25860.0,285.0,1210,-183222.1999999997,264
794,31140.0,14330.0,1167,2571825.2499999725,243
795,26940.0,34895.0,1184,96761.69999997923,240
796,25860.0,350.0,1235,-210829.95000000345,262
797,25950.0,10090.0,1256,916811.900000005,256
798,25860.0,14625.0,1215,1598741.050000001,251
799,25950.0,1525.0,1211,1123063.6499999927,260
800,26220.0,8505.0,1190,2433914.7999999924,252
801,25860.0,120.0,1265,-561542.3000000017,265
802,25860.0,675.0,1136,1663913.899999961,262
803,25860.0,2440.0,1214,815021.0500000061,259
804,25860.0,175.0,1176,1822915.7499999825,264
805,25860.0,1275.0,1097,2180818.89999998,262
806,26940.0,11245.0,1152,3608185.349999997,245
807,29760.0,18090.0,1193,913335.3499999952,241
808,25860.0,420.0,1214,1324029.3499999784,264
809,25950.0,16965.0,1143,1962753.7000000065,247
810,25920.0,5075.0,1238,517530.45000000595,254
811,25950.0,7580.0,1267,1106138.1000000045,250
812,29820.0,12750.0,1197,1072118.9000000027,233
813,25950.0,0.0,1253,458404.3499999979,266
814,26100.0,35310.0,1094,3494538.1999999504,242
815,28560.0,10010.0,1235,1454933.0500000017,243
816,26250.0,21285.0,1116,3467130.0499999737,241
817,25950.0,4230.0,1242,1612452.9999999742,258
818,43860.0,19935.0,1153,1381839.3500000015,213
819,25860.0,8045.0,1128,2082463.1000000045,244
820,30750.0,15775.0,1150,4368705.650000006,234
821,28650.0,11605.0,1139,802892.2999999959,244
822,31740.0,21230.0,1059,3580769.2999999905,234
823,26670.0,6420.0,1187,937151.2499999914,252
824,27000.0,16000.0,1144,3475042.699999954,242
825,26070.0,23025.0,1113,4024491.3499999945,241
826,32970.0,37420.0,1163,867667.6999999861,223
827,27030.0,14160.0,1218,2074236.299999984,239
828,25950.0,4220.0,1192,3201709.4999999627,256
829,25860.0,15.0,1257,-203567.09999999672,266
830,25860.0,640.0,1221,1348419.149999977,265
831,26670.0,6730.0,1143,2509227.8499999596,249
832,25860.0,3990.0,1175,1425382.199999987,258
833,29010.0,15275.0,1242,2000479.0000000023,235
834,34260.0,16300.0,1208,1996894.0999999861,224
835,25950.0,3355.0,1230,1423981.9499999885,257
836,25860.0,8730.0,1126,3314957.2499999576,258
837,25860.0,8915.0,1109,2266500.9499999983,252
838,25950.0,4325.0,1211,2534580.800000009,258
839,26580.0,13780.0,1055,2540944.899999988,250
840,26310.0,14185.0,1251,1813244.7999999989,246
841,26460.0,8875.0,1201,1514522.149999984,245
842,28650.0,14185.0,1215,1753290.1999999934,236
843,25860.0,60.0,1203,1266836.699999999,266
844,25860.0,9790.0,1235,1351164.0499999945,247
845,25950.0,24330.0,1143,3490203.8500000015,242
846,25950.0,11135.0,1081,3510910.849999973,245
847,26580.0,2415.0,1231,-66789.49999999383,257
848,26700.0,24800.0,1102,4258259.699999962,244
849,28920.0,14785.0,1144,2174258.7000000034,234
850,27750.0,12420.0,1227,1658895.0999999968,239
851,25950.0,6165.0,1153,-612798.6500000076,254
852,25950.0,3115.0,1239,1395184.4500000076,257
853,25950.0,3635.0,1199,855579.2999999966,258
854,28500.0,9375.0,1134,1579210.199999982,239
855,25980.0,200.0,1262,452922.1499999871,263
856,26310.0,6980.0,1135,2610600.8999999664,249
857,25950.0,8810.0,1133,1480243.1999999941,254
858,26310.0,10125.0,1167,1653450.0999999936,245
859,26070.0,16830.0,1155,1579119.9000000027,242
860,25950.0,12235.0,1178,2225985.5999999903,248
861,26940.0,12160.0,1045,2759363.3999999827,243
862,25950.0,16055.0,1245,1854324.5499999984,245
863,26310.0,13680.0,1111,4934056.799999974,242
864,25950.0,23555.0,1132,1740782.3499999596,249
865,27090.0,34645.0,1160,2168313.299999969,239
866,26220.0,1315.0,1187,544631.2499999846,263
867,34560.0,22395.0,1158,2464834.749999985,223
868,25950.0,12130.0,1141,2879839.1499999836,243
869,25950.0,5635.0,1258,676027.4500000068,255
870,25860.0,9025.0,1203,1047923.8499999999,248
871,25950.0,5320.0,1204,1198183.8499999908,254
872,42390.0,33145.0,1141,-875917.8500000078,221
873,25950.0,6245.0,1165,2599667.5499999993,253
874,25950.0,230.0,1280,791264.3000000013,264
875,25950.0,7100.0,1149,3283329.0999999694,250
876,25950.0,2340.0,1238,378758.60000000376,260
877,25860.0,180.0,1282,501642.8500000029,264
878,26820.0,4295.0,1194,606766.1999999987,254
879,26310.0,7910.0,1182,802950.0000000019,249
880,26190.0,23585.0,1138,2073416.5999999742,239
881,25950.0,9200.0,1211,2209228.3499999805,254
882,26100.0,6765.0,1194,1995666.0500000054,251
883,25920.0,4560.0,1092,3265813.649999976,253
884,29040.0,7670.0,1209,1686114.8000000052,243
885,27450.0,4050.0,1215,815895.1999999915,251
886,25860.0,3180.0,1264,844046.549999994,258
887,25860.0,120.0,1190,397780.6500000039,267
888,33060.0,31145.0,1180,2247369.3000000045,222
889,25950.0,340.0,1149,2095399.7999999695,264
890,28650.0,7170.0,1164,1377327.849999999,246
891,26370.0,26220.0,1142,2290976.9999999804,244
892,25860.0,240.0,1241,718277.1499999887,264
893,26310.0,31875.0,1117,1773320.7499999667,242
894,29970.0,15980.0,1162,3874546.8500000043,227
895,26190.0,36475.0,1179,-326377.70000002836,239
896,25950.0,105.0,1203,2128293.9999999693,265
897,25980.0,3220.0,1073,2402774.9499999853,255
898,25860.0,185.0,1092,678371.1999999548,266
899,25950.0,26660.0,1149,150574.9499999968,252
900,25860.0,4895.0,1178,1111305.5999999996,255
901,26580.0,11305.0,1203,1420862.5499999858,252
902,25860.0,225.0,1274,102080.34999999893,267
903,25980.0,12120.0,1137,1932500.74999998,246
904,26670.0,12935.0,1050,3679820.7999999737,246
905,26460.0,25575.0,1282,1498697.8499999882,240
906,25860.0,20.0,1214,210303.19999999693,268
907,25860.0,23645.0,1112,2397720.349999977,248
908,29010.0,9710.0,1187,1903169.2499999995,240
909,27060.0,9970.0,1252,520533.50000000716,247
910,25860.0,14385.0,1172,1372047.4999999942,253
911,25860.0,31440.0,1109,1309400.8000000063,255
912,25860.0,740.0,1305,191985.69999999032,266
913,25860.0,215.0,1271,-269939.3499999913,267
914,26310.0,11160.0,1163,1751915.8500000052,250
915,25860.0,3650.0,1186,863001.4000000015,257
916,25860.0,355.0,1294,326750.19999999914,264
917,25860.0,120.0,1308,-109985.8999999933,267
918,25860.0,12175.0,1207,3120431.399999982,254
919,25950.0,17945.0,1143,2607889.8500000117,241
920,31590.0,18100.0,1228,3124077.949999988,225
921,26670.0,9065.0,1277,1169269.8999999973,247
922,25950.0,425.0,1189,1245331.9499999972,263
923,27840.0,8050.0,1262,1330066.8499999964,242
924,25860.0,535.0,1217,41940.75000000847,262
925,25950.0,11120.0,1225,2891735.6999999825,252
926,25950.0,19415.0,1129,4537995.949999969,247
927,26250.0,7105.0,1233,2245088.0499999844,257
928,30510.0,22540.0,1091,3936038.8,231
929,25860.0,1245.0,1216,636413.0499999975,260
930,25950.0,50.0,1230,162669.65000000148,264
931,26580.0,4880.0,1141,3668295.149999992,253
932,25860.0,14905.0,1163,2207656.849999979,255
933,25860.0,2530.0,1142,2739484.1499999994,259
934,28650.0,11280.0,1167,2573986.3999999794,242
935,27750.0,10235.0,1244,1579701.8499999933,239
936,26310.0,15400.0,1176,1864332.049999995,243
937,30210.0,18810.0,1142,3151486.8499999857,230
938,25860.0,1485.0,1218,1674236.7499999942,260
939,25860.0,9310.0,1144,3301916.54999998,249
940,25950.0,8115.0,1270,1478397.6499999966,253
941,25980.0,3590.0,1256,650830.899999999,261
942,28650.0,5600.0,1088,1253294.099999983,246
943,25950.0,9040.0,1257,1046123.7499999972,251
944,25860.0,630.0,1157,2092985.0500000103,262
945,33030.0,15915.0,1158,1789047.4500000044,225
946,25950.0,16900.0,1170,587059.7999999754,255
947,25920.0,640.0,1324,695784.6999999986,265
948,25860.0,505.0,1281,-75958.70000000218,262
949,26310.0,30045.0,1131,3053759.650000009,240
950,25950.0,4655.0,1266,108562.10000001086,254
951,25950.0,21940.0,1145,3015144.5500000045,254
952,25860.0,415.0,1246,-247398.7499999899,261
953,25950.0,360.0,1219,307999.4500000068,265
954,26190.0,22275.0,1091,3527687.499999973,241
955,25860.0,880.0,1211,170643.7999999971,261
956,25860.0,500.0,1199,1693991.2999999826,262
957,25950.0,8435.0,1202,1405862.9999999919,253
958,26460.0,23515.0,1083,2503614.8499999833,243
959,25950.0,27925.0,1148,1288131.0999999875,246
960,25860.0,5820.0,1112,2184582.6999999783,254
961,25950.0,17445.0,1100,4638118.450000004,246
962,26460.0,16150.0,1195,2051151.7499999912,245
963,25860.0,780.0,1262,106255.00000000515,264
964,26220.0,8620.0,1193,2804261.3499999754,250
965,25950.0,0.0,1237,156952.90000000095,266
966,25860.0,6430.0,1121,3934588.1500000143,252
967,25860.0,5600.0,1119,2870302.3000000142,253
968,27000.0,16185.0,1205,2385212.3999999845,242
969,25950.0,100.0,1262,840660.9999999867,264
970,28650.0,12270.0,1188,1388526.950000003,242
971,25860.0,1295.0,1205,1390556.5499999765,260
972,25860.0,33470.0,1221,2284251.9999999823,249
973,25860.0,5375.0,1168,1353163.9499999906,254
974,25950.0,26690.0,1119,2270814.299999953,251
975,25950.0,110.0,1270,14843.649999998815,265
976,25860.0,495.0,1230,173110.8000000054,263
977,25860.0,2360.0,1254,250639.20000001177,256
978,25860.0,180.0,1237,-85924.09999999346,263
979,25860.0,265.0,1225,717688.3999999936,267
980,25860.0,760.0,1267,216716.10000001066,263
981,26100.0,20530.0,1123,4633126.850000001,245
982,25860.0,570.0,1244,888517.8499999865,261
983,25860.0,510.0,1213,1169820.3499999912,263
984,27030.0,15450.0,1194,3227182.1999999834,236
985,25860.0,9995.0,1094,3308554.05000001,249
986,25860.0,745.0,1257,196487.7499999971,263
987,26940.0,5895.0,1183,2893350.6999999858,249
988,25950.0,18540.0,1076,3987138.7499999516,256
989,25950.0,12570.0,1226,1496628.2499999972,246
990,26700.0,13825.0,1129,5420923.799999981,233
991,25950.0,1980.0,1297,183592.60000000783,261
992,26220.0,14525.0,1194,2173462.900000004,234
993,26670.0,6905.0,1109,458852.2499999776,253
994,25950.0,7060.0,1042,3805857.8499999824,250
995,25860.0,8480.0,1078,3770072.4499999536,258
996,26280.0,21690.0,1182,2016969.8499999892,242
997,25950.0,13920.0,1203,1861189.700000006,244
998,26220.0,5850.0,1165,3116297.3999999645,249
999,28650.0,13975.0,1155,2648609.900000012,234
1000,25860.0,310.0,1276,-364980.9499999969,266
