Passenger ID,Time (seconds),Floor,Direction (Up/Down),Destination Floor
1017,3180.0,1,Up,2
1018,3180.0,1,Up,4
1019,3210.0,1,Up,2
1020,3210.0,1,Up,2
1021,3210.0,1,Up,4
1022,3210.0,1,Up,2
1023,3210.0,1,Up,3
1024,3240.0,1,Up,3
1025,3240.0,1,Up,3
1026,3240.0,1,Up,4
1027,3240.0,1,Up,3
1028,3240.0,1,Up,5
1029,3270.0,1,Up,4
1030,3270.0,1,Up,4
1031,3270.0,1,Up,3
1032,3270.0,1,Up,2
1033,3270.0,1,Up,5
1034,3270.0,1,Up,2
1035,3270.0,1,Up,4
1036,3270.0,1,Up,3
1037,3270.0,1,Up,2
1038,3300.0,1,Up,4
1039,3300.0,1,Up,6
1040,3300.0,1,Up,5
1041,3300.0,1,Up,2
1042,3300.0,1,Up,6
1043,3330.0,1,Up,4
1044,3330.0,1,Up,6
1045,3330.0,1,Up,2
1046,3330.0,1,Up,3
1047,3330.0,1,Up,5
1048,3330.0,1,Up,3
1049,3330.0,1,Up,5
1050,3330.0,1,Up,4
1051,3330.0,1,Up,3
1052,3330.0,1,Up,4
1053,3360.0,1,Up,2
1054,3360.0,1,Up,6
1055,3360.0,1,Up,4
1056,3360.0,1,Up,4
1057,3360.0,1,Up,5
1058,3360.0,1,Up,2
1059,3360.0,1,Up,6
1060,3360.0,1,Up,2
1061,3390.0,1,Up,2
1062,3390.0,1,Up,3
1063,3390.0,1,Up,6
1064,3390.0,1,Up,2
1065,3390.0,1,Up,4
1066,3420.0,1,Up,2
1067,3420.0,1,Up,3
1068,3420.0,1,Up,5
1069,3420.0,1,Up,3
1070,3420.0,1,Up,4
1071,3420.0,1,Up,4
1072,3420.0,1,Up,3
1073,3450.0,1,Up,6
1074,3450.0,1,Up,4
1075,3450.0,1,Up,2
1076,3450.0,1,Up,3
1077,3450.0,1,Up,6
1078,3450.0,1,Up,3
1079,3450.0,1,Up,5
1080,3450.0,1,Up,5
1081,3480.0,1,Up,3
1082,3480.0,1,Up,3
1083,3480.0,1,Up,3
1084,3480.0,1,Up,4
1085,3480.0,1,Up,2
1086,3480.0,1,Up,4
1087,3480.0,1,Up,4
1088,3510.0,1,Up,2
1089,3510.0,1,Up,2
1090,3510.0,1,Up,3
1091,3510.0,1,Up,3
1092,3510.0,1,Up,5
1093,3510.0,1,Up,2
1094,3510.0,1,Up,3
1095,3510.0,1,Up,2
1096,3510.0,1,Up,4
1097,3510.0,1,Up,4
1098,3510.0,1,Up,2
1099,3510.0,1,Up,6
1100,3510.0,1,Up,4
1101,3510.0,1,Up,2
1102,3540.0,1,Up,2
1103,3540.0,1,Up,2
1104,3540.0,1,Up,5
1105,3540.0,1,Up,5
1106,3540.0,1,Up,5
1107,3540.0,1,Up,5
1108,3540.0,1,Up,3
1109,3540.0,1,Up,3
1110,3540.0,1,Up,2
1111,3540.0,1,Up,3
1112,3540.0,1,Up,2
1113,3570.0,1,Up,6
1114,3570.0,1,Up,3
1115,3570.0,1,Up,3
1116,3570.0,1,Up,6
1117,3570.0,1,Up,4
1118,3570.0,1,Up,3
1119,3570.0,1,Up,6
1120,3600.0,2,Up,5
1121,3600.0,2,Up,6
1122,3600.0,2,Up,6
1123,3600.0,2,Up,6
1124,3630.0,2,Up,4
1125,3660.0,2,Down,1
1126,3690.0,6,Down,4
1127,3690.0,6,Down,1
1128,3720.0,5,Down,4
1129,3720.0,5,Down,1
1130,3750.0,3,Up,5
1131,3750.0,3,Up,6
1132,3750.0,3,Up,4
1133,3750.0,3,Up,4
1134,3780.0,1,Down,1
1135,3780.0,1,Down,1
1136,3780.0,1,Down,1
1137,3810.0,4,Up,6
1138,3810.0,4,Up,6
1139,3840.0,1,Up,3
1140,3840.0,1,Up,6
1141,3840.0,1,Up,6
1142,3870.0,5,Down,1
1143,3870.0,5,Down,4
1144,3870.0,5,Down,4
1145,3900.0,4,Up,6
1146,3900.0,4,Up,6
1147,3930.0,6,Up,6
1148,3930.0,6,Up,6
1149,3960.0,4,Down,2
1150,3960.0,4,Down,1
1151,3960.0,4,Down,3
1152,3960.0,4,Down,1
1153,3990.0,3,Up,4
1154,3990.0,3,Up,6
1155,4020.0,6,Down,3
1156,4020.0,6,Down,4
1157,4020.0,6,Down,3
1158,4020.0,6,Down,4
1159,4050.0,1,Down,1
1160,4080.0,2,Down,1
1161,4080.0,2,Down,1
1162,4080.0,2,Down,1
1163,4080.0,2,Down,1
1164,4110.0,3,Up,5
1165,4110.0,3,Up,4
1166,4110.0,3,Up,4
1167,4110.0,3,Up,6
1168,4140.0,3,Down,2
1169,4140.0,3,Down,2
1170,4140.0,3,Down,2
1171,4170.0,1,Down,1
1172,4170.0,1,Down,1
1173,4170.0,1,Down,1
1174,4200.0,5,Up,6
1175,4200.0,5,Up,6
1176,4200.0,5,Up,6
1177,4230.0,3,Down,2
1178,4260.0,3,Up,6
1179,4260.0,3,Up,5
1180,4290.0,6,Up,6
1181,4290.0,6,Up,6
1182,4290.0,6,Up,6
1183,4290.0,6,Up,6
1184,4320.0,1,Up,6
1185,4320.0,1,Up,6
1186,4350.0,2,Down,1
1187,4350.0,2,Down,1
1188,4350.0,2,Down,1
1189,4380.0,2,Down,1
1190,4380.0,2,Down,1
1191,4410.0,4,Up,5
1192,4440.0,4,Down,2
1193,4440.0,4,Down,3
1194,4440.0,4,Down,3
1195,4470.0,1,Down,1
1196,4500.0,1,Up,2
1197,4500.0,1,Up,3
1198,4500.0,1,Up,3
1199,4500.0,1,Up,6
1200,4530.0,5,Up,6
1201,4530.0,5,Up,6
1202,4530.0,5,Up,6
1203,4560.0,4,Down,1
1204,4590.0,2,Up,4
1205,4590.0,2,Up,5
1206,4620.0,6,Up,6
1207,4650.0,5,Down,1
1208,4650.0,5,Down,1
1209,4650.0,5,Down,1
1210,4680.0,3,Up,5
1211,4680.0,3,Up,4
1212,4680.0,3,Up,5
1213,4680.0,3,Up,5
1214,4710.0,4,Up,6
1215,4710.0,4,Up,5
1216,4710.0,4,Up,6
1217,4740.0,4,Down,3
1218,4770.0,5,Up,6
1219,4770.0,5,Up,6
1220,4800.0,3,Down,2
1221,4800.0,3,Down,2
1222,4800.0,3,Down,1
1223,4800.0,3,Down,1
1224,4830.0,5,Up,6
1225,4860.0,4,Up,6
1226,4860.0,4,Up,5
1227,4890.0,3,Down,1
1228,4890.0,3,Down,2
1229,4890.0,3,Down,2
1230,4920.0,4,Up,6
1231,4920.0,4,Up,5
1232,4920.0,4,Up,6
1233,4920.0,4,Up,5
1234,4950.0,2,Up,5
1235,4980.0,1,Down,1
1236,4980.0,1,Down,1
1237,4980.0,1,Down,1
1238,5010.0,3,Up,6
1239,5040.0,1,Down,1
1240,5070.0,2,Up,5
1241,5070.0,2,Up,4
1242,5070.0,2,Up,3
1243,5070.0,2,Up,3
1244,5100.0,6,Up,6
1245,5100.0,6,Up,6
1246,5100.0,6,Up,6
1247,5130.0,5,Down,4
1248,5160.0,4,Up,5
1249,5160.0,4,Up,6
1250,5160.0,4,Up,6
1251,5160.0,4,Up,6
1252,5190.0,3,Down,1
1253,5190.0,3,Down,1
1254,5220.0,2,Down,1
1255,5250.0,4,Down,1
1256,5250.0,4,Down,3
1257,5280.0,3,Up,5
1258,5280.0,3,Up,6
1259,5280.0,3,Up,6
1260,5280.0,3,Up,4
1261,5310.0,4,Down,2
1262,5310.0,4,Down,1
1263,5310.0,4,Down,3
1264,5340.0,6,Up,6
1265,5370.0,2,Up,5
1266,5400.0,2,Up,4
1267,5400.0,2,Up,4
1268,5430.0,5,Down,2
1269,5430.0,5,Down,2
1270,5430.0,5,Down,2
1271,5460.0,5,Down,1
1272,5460.0,5,Down,4
1273,5460.0,5,Down,4
1274,5460.0,5,Down,4
1275,5490.0,1,Up,5
1276,5490.0,1,Up,4
1277,5520.0,3,Down,1
1278,5550.0,3,Down,2
1279,5550.0,3,Down,2
1280,5550.0,3,Down,2
1281,5580.0,4,Up,6
1282,5580.0,4,Up,5
1283,5610.0,1,Down,1
1284,5610.0,1,Down,1
1285,5640.0,6,Up,6
1286,5670.0,6,Down,5
1287,5670.0,6,Down,4
1288,5700.0,4,Down,3
1289,5700.0,4,Down,2
1290,5700.0,4,Down,3
1291,5730.0,3,Down,1
1292,5760.0,4,Down,3
1293,5790.0,5,Down,2
1294,5790.0,5,Down,2
1295,5790.0,5,Down,4
1296,5820.0,4,Down,1
1297,5850.0,3,Up,5
1298,5850.0,3,Up,6
1299,5880.0,1,Up,4
1300,5880.0,1,Up,6
1301,5910.0,5,Down,3
1302,5940.0,1,Up,2
1303,5940.0,1,Up,3
1304,5970.0,3,Up,6
1305,5970.0,3,Up,6
1306,5970.0,3,Up,4
1307,6000.0,3,Up,6
1308,6000.0,3,Up,5
1309,6000.0,3,Up,6
1310,6030.0,2,Down,1
1311,6030.0,2,Down,1
1312,6060.0,4,Down,2
1313,6060.0,4,Down,2
1314,6060.0,4,Down,2
1315,6090.0,6,Down,1
1316,6090.0,6,Down,5
1317,6120.0,5,Down,2
1318,6120.0,5,Down,1
1319,6120.0,5,Down,1
1320,6150.0,3,Up,5
1321,6180.0,3,Down,2
1322,6180.0,3,Down,1
1323,6210.0,2,Up,6
1324,6210.0,2,Up,4
1325,6210.0,2,Up,3
1326,6240.0,6,Up,6
1327,6240.0,6,Up,6
1328,6240.0,6,Up,6
1329,6270.0,6,Down,3
1330,6300.0,1,Up,3
1331,6330.0,4,Up,6
1332,6330.0,4,Up,6
1333,6330.0,4,Up,6
1334,6330.0,4,Up,6
1335,6360.0,3,Up,5
1336,6390.0,3,Down,2
1337,6420.0,5,Up,6
1338,6420.0,5,Up,6
1339,6420.0,5,Up,6
1340,6450.0,1,Down,1
1341,6480.0,5,Up,6
1342,6480.0,5,Up,6
1343,6480.0,5,Up,6
1344,6510.0,2,Up,6
1345,6510.0,2,Up,3
1346,6540.0,2,Down,1
1347,6570.0,2,Down,1
1348,6570.0,2,Down,1
1349,6600.0,6,Down,2
1350,6630.0,1,Down,1
1351,6630.0,1,Down,1
1352,6630.0,1,Down,1
1353,6660.0,6,Down,3
1354,6660.0,6,Down,5
1355,6660.0,6,Down,3
1356,6660.0,6,Down,2
1357,6690.0,5,Down,4
1358,6690.0,5,Down,4
1359,6690.0,5,Down,1
1360,6690.0,5,Down,2
1361,6720.0,4,Down,2
1362,6750.0,1,Up,4
1363,6750.0,1,Up,2
1364,6780.0,1,Up,4
1365,6780.0,1,Up,3
1366,6780.0,1,Up,4
1367,6780.0,1,Up,3
1368,6810.0,1,Up,3
1369,6840.0,1,Down,1
1370,6840.0,1,Down,1
1371,6840.0,1,Down,1
1372,6840.0,1,Down,1
1373,6870.0,1,Down,1
1374,6870.0,1,Down,1
1375,6900.0,1,Up,2
1376,6900.0,1,Up,6
1377,6900.0,1,Up,2
1378,6930.0,5,Down,3
1379,6930.0,5,Down,4
1380,6930.0,5,Down,4
1381,6930.0,5,Down,4
1382,6960.0,2,Up,6
1383,6960.0,2,Up,6
1384,6990.0,4,Up,6
1385,7020.0,3,Down,1
1386,7050.0,3,Down,1
1387,7050.0,3,Down,1
1388,7050.0,3,Down,2
1389,7050.0,3,Down,1
1390,7080.0,6,Down,2
1391,7080.0,6,Down,3
1392,7110.0,2,Down,1
1393,7110.0,2,Down,1
1394,7110.0,2,Down,1
1395,7140.0,4,Up,5
1396,7170.0,6,Down,4
1397,7170.0,6,Down,5
1398,7170.0,6,Down,5
1399,7170.0,6,Down,2
1400,7200.0,1,Up,3
1401,7200.0,1,Up,5
1402,7200.0,1,Up,5
1403,7230.0,6,Down,5
1404,7230.0,6,Down,4
1405,7260.0,2,Down,1
1406,7260.0,2,Down,1
1407,7290.0,6,Up,6
1408,7320.0,4,Up,6
1409,7320.0,4,Up,5
1410,7320.0,4,Up,6
1411,7350.0,4,Down,3
1412,7350.0,4,Down,2
1413,7350.0,4,Down,3
1414,7380.0,4,Up,6
1415,7380.0,4,Up,6
1416,7380.0,4,Up,6
1417,7380.0,4,Up,6
1418,7410.0,1,Down,1
1419,7410.0,1,Down,1
1420,7410.0,1,Down,1
1421,7440.0,4,Down,1
1422,7440.0,4,Down,1
1423,7440.0,4,Down,2
1424,7470.0,6,Up,6
1425,7500.0,6,Up,6
1426,7500.0,6,Up,6
1427,7530.0,1,Down,1
1428,7530.0,1,Down,1
1429,7530.0,1,Down,1
1430,7530.0,1,Down,1
1431,7560.0,2,Up,4
1432,7560.0,2,Up,4
1433,7560.0,2,Up,6
1434,7590.0,4,Down,1
1435,7620.0,6,Up,6
1436,7620.0,6,Up,6
1437,7620.0,6,Up,6
1438,7650.0,5,Up,6
1439,7650.0,5,Up,6
1440,7680.0,2,Up,5
1441,7680.0,2,Up,4
1442,7710.0,3,Down,1
1443,7710.0,3,Down,2
1444,7710.0,3,Down,1
1445,7710.0,3,Down,2
1446,7740.0,4,Down,3
1447,7740.0,4,Down,3
1448,7740.0,4,Down,1
1449,7740.0,4,Down,3
1450,7770.0,5,Up,6
1451,7770.0,5,Up,6
1452,7800.0,4,Up,5
1453,7800.0,4,Up,6
1454,7800.0,4,Up,6
1455,7800.0,4,Up,5
1456,7830.0,1,Up,3
1457,7830.0,1,Up,5
1458,7830.0,1,Up,3
1459,7860.0,1,Down,1
1460,7860.0,1,Down,1
1461,7860.0,1,Down,1
1462,7890.0,3,Up,6
1463,7890.0,3,Up,6
1464,7890.0,3,Up,6
1465,7920.0,5,Up,6
1466,7920.0,5,Up,6
1467,7950.0,1,Up,6
1468,7950.0,1,Up,2
1469,7950.0,1,Up,3
1470,7980.0,4,Up,6
1471,7980.0,4,Up,6
1472,7980.0,4,Up,6
1473,7980.0,4,Up,6
1474,8010.0,3,Down,2
1475,8010.0,3,Down,1
1476,8010.0,3,Down,1
1477,8040.0,5,Down,3
1478,8040.0,5,Down,2
1479,8040.0,5,Down,4
1480,8040.0,5,Down,4
1481,8070.0,5,Up,6
1482,8100.0,4,Down,2
1483,8130.0,4,Down,3
1484,8160.0,1,Up,6
1485,8160.0,1,Up,4
1486,8160.0,1,Up,4
1487,8160.0,1,Up,3
1488,8190.0,4,Up,5
1489,8190.0,4,Up,5
1490,8220.0,6,Up,6
1491,8220.0,6,Up,6
1492,8250.0,6,Up,6
1493,8280.0,1,Up,6
1494,8280.0,1,Up,4
1495,8280.0,1,Up,6
1496,8280.0,1,Up,6
1497,8310.0,4,Up,5
1498,8340.0,5,Down,4
1499,8340.0,5,Down,1
1500,8340.0,5,Down,4
1501,8370.0,6,Up,6
1502,8370.0,6,Up,6
1503,8370.0,6,Up,6
1504,8370.0,6,Up,6
1505,8400.0,1,Up,3
1506,8430.0,5,Down,2
1507,8430.0,5,Down,3
1508,8430.0,5,Down,2
1509,8460.0,5,Up,6
1510,8460.0,5,Up,6
1511,8460.0,5,Up,6
1512,8490.0,4,Down,3
1513,8520.0,3,Up,4
1514,8550.0,2,Down,1
1515,8550.0,2,Down,1
1516,8580.0,4,Up,6
1517,8580.0,4,Up,5
1518,8580.0,4,Up,5
1519,8610.0,6,Down,3
1520,8640.0,2,Up,3
1521,8640.0,2,Up,6
1522,8670.0,1,Up,2
1523,8670.0,1,Up,5
1524,8670.0,1,Up,2
1525,8700.0,5,Down,3
1526,8700.0,5,Down,1
1527,8730.0,6,Up,6
1528,8730.0,6,Up,6
1529,8730.0,6,Up,6
1530,8760.0,6,Down,2
1531,8760.0,6,Down,5
1532,8790.0,6,Down,5
1533,8790.0,6,Down,3
1534,8790.0,6,Down,5
1535,8820.0,3,Down,2
1536,8820.0,3,Down,1
1537,8820.0,3,Down,2
1538,8820.0,3,Down,1
1539,8850.0,5,Down,1
1540,8880.0,3,Down,2
1541,8880.0,3,Down,1
1542,8880.0,3,Down,2
1543,8910.0,3,Up,5
1544,8910.0,3,Up,4
1545,8910.0,3,Up,4
1546,8940.0,5,Down,3
1547,8970.0,2,Up,3
1548,8970.0,2,Up,6
1549,8970.0,2,Up,4
1550,8970.0,2,Up,5
1551,9000.0,5,Up,6
1552,9030.0,5,Down,1
1553,9060.0,5,Up,6
1554,9090.0,4,Down,1
1555,9090.0,4,Down,3
1556,9090.0,4,Down,3
1557,9120.0,4,Up,6
1558,9150.0,4,Up,6
1559,9150.0,4,Up,5
1560,9150.0,4,Up,6
1561,9150.0,4,Up,6
1562,9180.0,6,Down,5
1563,9210.0,1,Down,1
1564,9210.0,1,Down,1
1565,9240.0,1,Down,1
1566,9240.0,1,Down,1
1567,9240.0,1,Down,1
1568,9240.0,1,Down,1
1569,9270.0,5,Down,2
1570,9270.0,5,Down,4
1571,9300.0,4,Up,5
1572,9330.0,1,Up,5
1573,9360.0,6,Down,3
1574,9360.0,6,Down,1
1575,9360.0,6,Down,3
1576,9360.0,6,Down,4
1577,9390.0,1,Up,3
1578,9390.0,1,Up,3
1579,9390.0,1,Up,2
1580,9420.0,2,Down,1
1581,9420.0,2,Down,1
1582,9420.0,2,Down,1
1583,9450.0,5,Up,6
1584,9450.0,5,Up,6
1585,9450.0,5,Up,6
1586,9450.0,5,Up,6
1587,9480.0,5,Down,1
1588,9480.0,5,Down,2
1589,9480.0,5,Down,3
1590,9510.0,2,Up,5
1591,9540.0,1,Up,6
1592,9570.0,3,Up,4
1593,9570.0,3,Up,4
1594,9570.0,3,Up,4
1595,9570.0,3,Up,5
1596,9600.0,6,Down,5
1597,9600.0,6,Down,5
1598,9600.0,6,Down,4
1599,9630.0,3,Down,1
1600,9630.0,3,Down,1
1601,9660.0,6,Up,6
1602,9660.0,6,Up,6
1603,9690.0,6,Up,6
1604,9690.0,6,Up,6
1605,9690.0,6,Up,6
1606,9720.0,5,Up,6
1607,9720.0,5,Up,6
1608,9720.0,5,Up,6
1609,9720.0,5,Up,6
1610,9750.0,1,Down,1
1611,9750.0,1,Down,1
1612,9750.0,1,Down,1
1613,9780.0,1,Up,5
1614,9780.0,1,Up,6
1615,9780.0,1,Up,3
1616,9810.0,6,Up,6
1617,9810.0,6,Up,6
1618,9810.0,6,Up,6
1619,9840.0,3,Down,1
1620,9840.0,3,Down,1
1621,9840.0,3,Down,2
1622,9870.0,1,Down,1
1623,9870.0,1,Down,1
1624,9870.0,1,Down,1
1625,9900.0,1,Down,1
1626,9930.0,1,Up,3
1627,9960.0,3,Down,1
1628,9960.0,3,Down,2
1629,9960.0,3,Down,1
1630,9960.0,3,Down,1
1631,9990.0,5,Down,4
1632,9990.0,5,Down,2
1633,9990.0,5,Down,4
1634,10020.0,2,Up,5
1635,10050.0,6,Up,6
1636,10080.0,5,Down,4
1637,10080.0,5,Down,3
1638,10110.0,5,Up,6
1639,10110.0,5,Up,6
1640,10140.0,2,Down,1
1641,10140.0,2,Down,1
1642,10170.0,1,Down,1
1643,10200.0,5,Down,4
1644,10200.0,5,Down,4
1645,10200.0,5,Down,4
1646,10200.0,5,Down,1
1647,10230.0,5,Down,1
1648,10230.0,5,Down,2
1649,10260.0,5,Down,1
1650,10260.0,5,Down,2
1651,10260.0,5,Down,2
1652,10290.0,5,Up,6
1653,10290.0,5,Up,6
1654,10290.0,5,Up,6
1655,10290.0,5,Up,6
1656,10320.0,6,Down,3
1657,10320.0,6,Down,2
1658,10320.0,6,Down,1
1659,10320.0,6,Down,4
1660,10350.0,4,Down,1
1661,10350.0,4,Down,1
1662,10380.0,3,Down,2
1663,10380.0,3,Down,1
1664,10380.0,3,Down,1
1665,10380.0,3,Down,2
1666,10410.0,2,Down,1
1667,10410.0,2,Down,1
1668,10410.0,2,Down,1
1669,10440.0,2,Down,1
1670,10440.0,2,Down,1
1671,10470.0,2,Down,1
1672,10470.0,2,Down,1
1673,10470.0,2,Down,1
1674,10470.0,2,Down,1
1675,10500.0,6,Down,5
1676,10500.0,6,Down,2
1677,10500.0,6,Down,3
1678,10530.0,6,Down,2
1679,10530.0,6,Down,3
1680,10530.0,6,Down,3
1681,10560.0,6,Down,3
1682,10560.0,6,Down,1
1683,10590.0,1,Down,1
1684,10620.0,5,Up,6
1685,10620.0,5,Up,6
1686,10650.0,3,Down,1
1687,10680.0,5,Up,6
1688,10710.0,2,Down,1
1689,10710.0,2,Down,1
1690,10740.0,4,Up,5
1691,10740.0,4,Up,6
1692,10770.0,3,Up,4
1693,10800.0,6,Up,6
1694,10800.0,6,Up,6
1695,10800.0,6,Up,6
1696,10800.0,6,Up,6
1697,10830.0,6,Up,6
1698,10830.0,6,Up,6
1699,10830.0,6,Up,6
1700,10830.0,6,Up,6
1701,10860.0,3,Down,1
1702,10860.0,3,Down,2
1703,10890.0,3,Down,2
1704,10890.0,3,Down,1
1705,10890.0,3,Down,2
1706,10920.0,4,Down,3
1707,10920.0,4,Down,3
1708,10950.0,3,Down,1
1709,10950.0,3,Down,2
1710,10950.0,3,Down,2
1711,10980.0,6,Down,3
1712,10980.0,6,Down,5
1713,10980.0,6,Down,2
1714,10980.0,6,Down,4
1715,11010.0,4,Up,5
1716,11010.0,4,Up,6
1717,11010.0,4,Up,6
1718,11040.0,5,Up,6
1719,11040.0,5,Up,6
1720,11040.0,5,Up,6
1721,11040.0,5,Up,6
1722,11070.0,4,Up,6
1723,11070.0,4,Up,5
1724,11100.0,3,Down,1
1725,11100.0,3,Down,1
1726,11100.0,3,Down,1
1727,11130.0,4,Down,1
1728,11130.0,4,Down,1
1729,11130.0,4,Down,3
1730,11160.0,3,Down,2
1731,11160.0,3,Down,1
1732,11160.0,3,Down,2
1733,11160.0,3,Down,1
1734,11190.0,2,Down,1
1735,11190.0,2,Down,1
1736,11190.0,2,Down,1
1737,11190.0,2,Down,1
1738,11220.0,4,Up,5
1739,11220.0,4,Up,6
1740,11220.0,4,Up,5
1741,11250.0,4,Up,6
1742,11250.0,4,Up,5
1743,11280.0,5,Up,6
1744,11280.0,5,Up,6
1745,11310.0,1,Down,1
1746,11310.0,1,Down,1
1747,11340.0,6,Up,6
1748,11340.0,6,Up,6
1749,11340.0,6,Up,6
1750,11340.0,6,Up,6
1751,11370.0,1,Up,2
1752,11400.0,2,Up,6
1753,11400.0,2,Up,6
1754,11430.0,2,Up,5
1755,11460.0,1,Down,1
1756,11490.0,5,Up,6
1757,11490.0,5,Up,6
1758,11490.0,5,Up,6
1759,11490.0,5,Up,6
1760,11520.0,4,Up,5
1761,11550.0,2,Down,1
1762,11550.0,2,Down,1
1763,11550.0,2,Down,1
1764,11580.0,6,Down,2
1765,11580.0,6,Down,1
1766,11610.0,4,Down,2
1767,11610.0,4,Down,2
1768,11610.0,4,Down,1
1769,11640.0,5,Up,6
1770,11670.0,4,Down,3
1771,11670.0,4,Down,1
1772,11670.0,4,Down,1
1773,11670.0,4,Down,1
1774,11700.0,1,Up,5
1775,11700.0,1,Up,6
1776,11700.0,1,Up,3
1777,11730.0,4,Up,5
1778,11730.0,4,Up,6
1779,11730.0,4,Up,6
1780,11730.0,4,Up,6
1781,11760.0,6,Down,2
1782,11790.0,2,Up,6
1783,11790.0,2,Up,5
1784,11820.0,5,Down,3
1785,11820.0,5,Down,2
1786,11820.0,5,Down,3
1787,11820.0,5,Down,1
1788,11850.0,1,Down,1
1789,11850.0,1,Down,1
1790,11880.0,5,Up,6
1791,11880.0,5,Up,6
1792,11880.0,5,Up,6
1793,11910.0,6,Down,5
1794,11910.0,6,Down,3
1795,11910.0,6,Down,1
1796,11910.0,6,Down,4
1797,11940.0,5,Up,6
1798,11940.0,5,Up,6
1799,11940.0,5,Up,6
1800,11970.0,3,Up,5
1801,12000.0,2,Down,1
1802,12030.0,3,Down,2
1803,12030.0,3,Down,1
1804,12030.0,3,Down,2
1805,12060.0,6,Up,6
1806,12060.0,6,Up,6
1807,12090.0,2,Down,1
1808,12090.0,2,Down,1
1809,12090.0,2,Down,1
1810,12120.0,5,Up,6
1811,12120.0,5,Up,6
1812,12120.0,5,Up,6
1813,12150.0,2,Down,1
1814,12180.0,6,Up,6
1815,12180.0,6,Up,6
1816,12180.0,6,Up,6
1817,12180.0,6,Up,6
1818,12210.0,3,Down,2
1819,12210.0,3,Down,2
1820,12210.0,3,Down,1
1821,12240.0,4,Up,6
1822,12240.0,4,Up,6
1823,12240.0,4,Up,6
1824,12270.0,5,Down,3
1825,12270.0,5,Down,2
1826,12270.0,5,Down,3
1827,12300.0,3,Down,1
1828,12330.0,5,Down,3
1829,12330.0,5,Down,3
1830,12360.0,3,Up,4
1831,12360.0,3,Up,6
1832,12390.0,4,Down,3
1833,12420.0,3,Down,2
1834,12420.0,3,Down,1
1835,12420.0,3,Down,2
1836,12450.0,2,Down,1
1837,12450.0,2,Down,1
1838,12450.0,2,Down,1
1839,12450.0,2,Down,1
1840,12480.0,5,Down,3
1841,12480.0,5,Down,3
1842,12510.0,1,Up,4
1843,12510.0,1,Up,3
1844,12510.0,1,Up,6
1845,12510.0,1,Up,4
1846,12540.0,5,Down,1
1847,12540.0,5,Down,3
1848,12540.0,5,Down,2
1849,12570.0,3,Up,4
1850,12570.0,3,Up,4
1851,12570.0,3,Up,4
1852,12600.0,2,Up,5
1853,12600.0,2,Up,4
1854,12600.0,2,Up,5
1855,12630.0,4,Down,2
1856,12630.0,4,Down,2
1857,12660.0,1,Up,4
1858,12660.0,1,Up,3
1859,12660.0,1,Up,6
1860,12660.0,1,Up,2
1861,12690.0,4,Down,3
1862,12690.0,4,Down,3
1863,12720.0,4,Down,1
1864,12720.0,4,Down,2
1865,12720.0,4,Down,2
1866,12750.0,5,Down,4
1867,12750.0,5,Down,1
1868,12750.0,5,Down,3
1869,12750.0,5,Down,2
1870,12780.0,4,Down,2
1871,12810.0,3,Down,2
1872,12810.0,3,Down,2
1873,12810.0,3,Down,2
1874,12810.0,3,Down,1
1875,12840.0,3,Up,5
1876,12840.0,3,Up,6
1877,12840.0,3,Up,6
1878,12840.0,3,Up,4
1879,12870.0,5,Up,6
1880,12870.0,5,Up,6
1881,12870.0,5,Up,6
1882,12900.0,2,Down,1
1883,12930.0,2,Up,3
1884,12930.0,2,Up,4
1885,12960.0,1,Down,1
1886,12990.0,1,Down,1
1887,12990.0,1,Down,1
1888,13020.0,4,Up,5
1889,13020.0,4,Up,5
1890,13050.0,1,Up,4
1891,13050.0,1,Up,4
1892,13050.0,1,Up,3
1893,13050.0,1,Up,2
1894,13080.0,3,Up,4
1895,13080.0,3,Up,4
1896,13110.0,2,Down,1
1897,13110.0,2,Down,1
1898,13110.0,2,Down,1
1899,13110.0,2,Down,1
1900,13140.0,4,Up,5
1901,13140.0,4,Up,6
1902,13170.0,2,Down,1
1903,13170.0,2,Down,1
1904,13170.0,2,Down,1
1905,13200.0,6,Up,6
1906,13200.0,6,Up,6
1907,13200.0,6,Up,6
1908,13230.0,4,Up,6
1909,13230.0,4,Up,6
1910,13230.0,4,Up,6
1911,13260.0,1,Down,1
1912,13260.0,1,Down,1
1913,13290.0,4,Down,1
1914,13290.0,4,Down,2
1915,13290.0,4,Down,3
1916,13290.0,4,Down,3
1917,13320.0,2,Down,1
1918,13320.0,2,Down,1
1919,13320.0,2,Down,1
1920,13320.0,2,Down,1
1921,13350.0,3,Down,2
1922,13350.0,3,Down,1
1923,13350.0,3,Down,1
1924,13380.0,5,Down,2
1925,13380.0,5,Down,2
1926,13380.0,5,Down,1
1927,13410.0,1,Down,1
1928,13440.0,2,Down,1
1929,13470.0,5,Down,2
1930,13470.0,5,Down,4
1931,13470.0,5,Down,3
1932,13500.0,4,Down,3
1933,13500.0,4,Down,1
1934,13500.0,4,Down,2
1935,13530.0,4,Up,6
1936,13530.0,4,Up,5
1937,13530.0,4,Up,5
1938,13560.0,2,Down,1
1939,13560.0,2,Down,1
1940,13560.0,2,Down,1
1941,13590.0,2,Down,1
1942,13590.0,2,Down,1
1943,13620.0,1,Up,5
1944,13650.0,4,Up,6
1945,13650.0,4,Up,5
1946,13650.0,4,Up,5
1947,13680.0,5,Up,6
